,0
2998,2
2999,2
3000,4
3001,2
3002,2
3003,2
3004,4
3005,2
3006,2
3007,2
3008,2
3009,2
3010,2
3011,4
3012,4
3013,4
3014,2
3015,2
3016,4
3017,4
3018,2
3019,2
3020,2
3021,2
3022,2
3023,2
3024,2
3025,2
3026,0
3027,2
3028,2
3029,4
3030,4
3031,2
3032,2
3033,2
3034,2
3035,0
3036,2
3037,2
3038,2
3039,2
3040,2
3041,2
3042,2
3043,2
3044,2
3045,2
3046,2
3047,2
3048,2
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,2
3074,0
3075,0
3076,0
3077,2
3078,4
3079,2
3080,2
3081,2
3082,2
3083,2
3084,2
3085,2
3086,2
3087,4
3088,2
3089,4
3090,2
3091,2
3092,4
3093,2
3094,2
3095,2
3096,2
3097,2
3098,2
3099,2
3100,2
3101,2
3102,2
3103,2
3104,2
3105,2
3106,2
3107,2
3108,2
3109,2
3110,2
3111,2
3112,2
3113,4
3114,4
3115,2
3116,2
3117,2
3118,2
3119,3
3120,2
3121,2
3122,2
3123,2
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,0
3133,2
3134,2
3135,2
3136,4
3137,2
3138,2
3139,2
3140,2
3141,2
3142,0
3143,0
3144,0
3145,2
3146,2
3147,2
3148,2
3149,2
3150,2
3151,2
3152,2
3153,2
3154,10
3155,2
3156,10
3157,0
3158,0
3159,0
3160,0
3161,0
3162,0
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,2
3171,2
3172,2
3173,2
3174,2
3175,2
3176,2
3177,2
3178,2
3179,2
3180,2
3181,2
3182,2
3183,4
3184,2
3185,2
3186,2
3187,2
3188,2
3189,2
3190,2
3191,10
3192,10
3193,0
3194,0
3195,0
3196,0
3197,0
3198,2
3199,0
3200,0
3201,0
3202,0
3203,0
3204,2
3205,2
3206,2
3207,2
3208,2
3209,4
3210,2
3211,10
3212,10
3213,10
3214,10
3215,10
3216,10
3217,0
3218,4
3219,4
3220,4
3221,2
3222,4
3223,2
3224,10
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,2
3233,2
3234,4
3235,2
3236,4
3237,4
3238,2
3239,2
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,2
3259,2
3260,2
3261,2
3262,2
3263,4
3264,2
3265,2
3266,2
3267,2
3268,2
3269,2
3270,2
3271,2
3272,4
3273,2
3274,2
3275,4
3276,2
3277,2
3278,2
3279,2
3280,2
3281,2
3282,2
3283,2
3284,2
3285,2
3286,2
3287,4
3288,10
3289,8
3290,0
3291,0
3292,0
3293,0
3294,2
3295,4
3296,2
3297,2
3298,0
3299,0
3300,4
3301,10
3302,0
3303,0
3304,0
3305,0
3306,0
3307,2
3308,4
3309,4
3310,10
3311,10
3312,10
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,4
3320,2
3321,2
3322,2
3323,2
3324,2
3325,4
3326,2
3327,2
3328,2
3329,2
3330,2
3331,2
3332,2
3333,2
3334,2
3335,2
3336,2
3337,8
3338,0
3339,0
3340,0
3341,0
3342,0
3343,2
3344,2
3345,10
3346,0
3347,0
3348,4
3349,2
3350,4
3351,4
3352,2
3353,0
3354,0
3355,0
3356,0
3357,0
3358,0
3359,2
3360,2
3361,10
3362,10
3363,2
3364,2
3365,2
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,2
3375,4
3376,2
3377,2
3378,2
3379,2
3380,2
3381,2
3382,2
3383,2
3384,2
3385,2
3386,2
3387,2
3388,2
3389,2
3390,2
3391,2
3392,2
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,2
3433,2
3434,2
3435,2
3436,2
3437,2
3438,2
3439,2
3440,2
3441,2
3442,2
3443,2
3444,2
3445,2
3446,4
3447,2
3448,2
3449,2
3450,2
3451,2
3452,2
3453,2
3454,2
3455,2
3456,2
3457,2
3458,2
3459,2
3460,2
3461,2
3462,4
3463,2
3464,4
3465,2
3466,2
3467,2
3468,2
3469,2
3470,3
3471,2
3472,2
3473,2
3474,4
3475,2
3476,2
3477,2
3478,2
3479,2
3480,2
3481,2
3482,2
3483,4
3484,2
3485,2
3486,2
3487,2
3488,2
3489,2
3490,2
3491,2
3492,2
3493,2
3494,2
3495,2
3496,4
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,2
3604,2
3605,2
3606,2
3607,2
3608,2
3609,4
3610,2
3611,2
3612,2
3613,2
3614,2
3615,2
3616,2
3617,4
3618,2
3619,2
3620,2
3621,2
3622,2
3623,2
3624,2
3625,2
3626,2
3627,2
3628,2
3629,2
3630,2
3631,2
3632,2
3633,2
3634,2
3635,2
3636,2
3637,3
3638,2
3639,2
3640,2
3641,0
3642,2
3643,2
3644,2
3645,2
3646,2
3647,2
3648,2
3649,2
3650,2
3651,2
3652,2
3653,2
3654,2
3655,2
3656,2
3657,2
3658,2
3659,2
3660,2
3661,2
3662,2
3663,3
3664,2
3665,2
3666,2
3667,2
3668,2
3669,2
3670,2
3671,2
3672,2
3673,3
3674,2
3675,2
3676,2
3677,2
3678,2
3679,2
3680,2
3681,2
3682,2
3683,2
3684,2
3685,2
3686,2
3687,2
3688,2
3689,2
3690,2
3691,2
3692,2
3693,2
3694,2
3695,2
3696,2
3697,2
3698,2
3699,2
3700,4
3701,2
3702,2
3703,2
3704,2
3705,2
3706,2
3707,2
3708,2
3709,3
3710,2
3711,2
3712,3
3713,4
3714,2
3715,4
3716,10
3717,0
3718,2
3719,2
3720,2
3721,4
3722,2
3723,2
3724,2
3725,2
3726,2
3727,10
3728,0
3729,2
3730,10
3731,10
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,2
3740,2
3741,2
3742,2
3743,2
3744,2
3745,2
3746,2
3747,2
3748,2
3749,2
3750,2
3751,0
3752,0
3753,0
3754,0
3755,0
3756,2
3757,2
3758,4
3759,2
3760,2
3761,2
3762,2
3763,2
3764,0
3765,0
3766,4
3767,10
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,2
3784,0
3785,2
3786,2
3787,2
3788,2
3789,2
3790,2
3791,2
3792,2
3793,2
3794,2
3795,2
3796,2
3797,2
3798,2
3799,2
3800,2
3801,2
3802,2
3803,2
3804,2
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,2
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,4
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,2
3943,2
3944,2
3945,3
3946,2
3947,2
3948,2
3949,4
3950,2
3951,2
3952,2
3953,2
3954,4
3955,4
3956,3
3957,2
3958,2
3959,4
3960,4
3961,2
3962,2
3963,2
3964,2
3965,4
3966,3
3967,2
3968,2
3969,2
3970,2
3971,4
3972,4
3973,2
3974,2
3975,2
3976,2
3977,2
3978,2
3979,2
3980,3
3981,2
3982,2
3983,2
3984,4
3985,2
3986,2
3987,2
3988,2
3989,2
3990,2
3991,2
3992,2
3993,3
3994,2
3995,2
3996,2
3997,2
3998,4
3999,2
4000,2
4001,2
4002,2
4003,2
4004,4
4005,2
4006,2
4007,2
4008,4
4009,2
4010,4
4011,2
4012,2
4013,4
4014,2
4015,2
4016,2
4017,4
4018,2
4019,2
4020,2
4021,2
4022,2
4023,2
4024,2
4025,2
4026,2
4027,2
4028,2
4029,4
4030,2
4031,2
4032,4
4033,2
4034,2
4035,2
4036,2
4037,2
4038,2
4039,2
4040,2
4041,2
4042,2
4043,2
4044,2
4045,2
4046,2
4047,2
4048,2
4049,2
4050,2
4051,2
4052,2
4053,2
4054,2
4055,2
4056,2
4057,2
4058,2
4059,2
4060,2
4061,2
4062,2
4063,2
4064,2
4065,4
4066,2
4067,2
4068,2
4069,2
4070,4
4071,2
4072,2
4073,4
4074,2
4075,2
4076,2
4077,2
4078,2
4079,4
4080,2
4081,2
4082,2
4083,2
4084,2
4085,4
4086,2
4087,2
4088,2
4089,2
4090,2
4091,2
4092,2
4093,2
4094,2
4095,2
4096,2
4097,2
4098,2
4099,2
4100,2
4101,3
4102,2
4103,4
4104,4
4105,2
4106,2
4107,2
4108,2
4109,2
4110,2
4111,2
4112,2
4113,4
4114,2
4115,4
4116,2
4117,2
4118,2
4119,2
4120,2
4121,2
4122,2
4123,2
4124,2
4125,4
4126,2
4127,2
4128,2
4129,2
4130,2
4131,2
4132,2
4133,2
4134,2
4135,2
4136,4
4137,2
4138,2
4139,2
4140,2
4141,2
4142,2
4143,2
4144,2
4145,4
4146,2
4147,2
4148,3
4149,2
4150,3
4151,2
4152,2
4153,2
4154,2
4155,2
4156,10
4157,10
4158,0
4159,0
4160,2
4161,2
4162,0
4163,0
4164,0
4165,0
4166,0
4167,2
4168,2
4169,2
4170,2
4171,10
4172,10
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,4
4186,2
4187,2
4188,2
4189,4
4190,2
4191,2
4192,2
4193,2
4194,2
4195,0
4196,0
4197,2
4198,0
4199,0
4200,2
4201,10
4202,10
4203,10
4204,10
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,2
4231,2
4232,4
4233,2
4234,10
4235,10
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,2
4278,2
4279,4
4280,2
4281,4
4282,4
4283,4
4284,2
4285,2
4286,2
4287,2
4288,2
4289,2
4290,2
4291,2
4292,2
4293,2
4294,2
4295,2
4296,2
4297,2
4298,2
4299,2
4300,2
4301,4
4302,2
4303,2
4304,2
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,2
4316,2
4317,4
4318,2
4319,2
4320,2
4321,2
4322,2
4323,2
4324,2
4325,2
4326,2
4327,2
4328,2
4329,4
4330,2
4331,2
4332,10
4333,10
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,2
4344,2
4345,2
4346,4
4347,2
4348,2
4349,2
4350,3
4351,2
4352,2
4353,4
4354,2
4355,4
4356,2
4357,2
4358,2
4359,2
4360,2
4361,2
4362,10
4363,10
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,2
4376,2
4377,2
4378,2
4379,2
4380,2
4381,2
4382,2
4383,2
4384,10
4385,10
4386,10
4387,2
4388,0
4389,2
4390,0
4391,0
4392,0
4393,4
4394,2
4395,0
4396,2
4397,10
4398,10
4399,10
4400,4
4401,2
4402,2
4403,10
4404,10
4405,0
4406,0
4407,0
4408,0
4409,2
4410,4
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,2
4418,0
4419,0
4420,0
4421,2
4422,2
4423,2
4424,2
4425,2
4426,2
4427,2
4428,2
4429,2
4430,2
4431,2
4432,2
4433,4
4434,2
4435,2
4436,2
4437,2
4438,2
4439,2
4440,0
4441,0
4442,4
4443,2
4444,2
4445,4
4446,2
4447,2
4448,10
4449,10
4450,0
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,2
4520,2
4521,2
4522,2
4523,2
4524,2
4525,2
4526,2
4527,2
4528,2
4529,4
4530,2
4531,2
4532,2
4533,4
4534,2
4535,2
4536,2
4537,2
4538,2
4539,4
4540,2
4541,2
4542,4
4543,2
4544,2
4545,2
4546,2
4547,2
4548,3
4549,2
4550,2
4551,2
4552,2
4553,2
4554,2
4555,2
4556,2
4557,2
4558,2
4559,2
4560,4
4561,2
4562,2
4563,2
4564,2
4565,4
4566,2
4567,2
4568,3
4569,2
4570,2
4571,2
4572,2
4573,2
4574,2
4575,4
4576,2
4577,2
4578,2
4579,2
4580,2
4581,2
4582,2
4583,0
4584,0
4585,0
4586,2
4587,2
4588,4
4589,10
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,2
4608,2
4609,2
4610,2
4611,4
4612,4
4613,2
4614,2
4615,2
4616,2
4617,2
4618,2
4619,2
4620,2
4621,4
4622,2
4623,2
4624,2
4625,2
4626,2
4627,4
4628,4
4629,2
4630,2
4631,2
4632,2
4633,2
4634,2
4635,2
4636,2
4637,2
4638,4
4639,4
4640,2
4641,2
4642,10
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,2
4650,2
4651,2
4652,2
4653,2
4654,2
4655,2
4656,2
4657,2
4658,2
4659,0
4660,0
4661,0
4662,0
4663,2
4664,2
4665,2
4666,2
4667,4
4668,10
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,2
4714,4
4715,2
4716,2
4717,2
4718,2
4719,2
4720,2
4721,2
4722,2
4723,2
4724,2
4725,2
4726,2
4727,2
4728,2
4729,2
4730,4
4731,4
4732,2
4733,2
4734,2
4735,4
4736,2
4737,2
4738,4
4739,2
4740,2
4741,2
4742,2
4743,2
4744,4
4745,2
4746,2
4747,2
4748,2
4749,2
4750,4
4751,4
4752,4
4753,2
4754,2
4755,2
4756,2
4757,2
4758,2
4759,0
4760,0
4761,0
4762,4
4763,2
4764,2
4765,2
4766,4
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,2
4776,2
4777,2
4778,2
4779,2
4780,2
4781,2
4782,2
4783,2
4784,2
4785,4
4786,2
4787,2
4788,10
4789,10
4790,0
4791,2
4792,4
4793,2
4794,2
4795,2
4796,2
4797,2
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,2
4807,4
4808,4
4809,2
4810,4
4811,2
4812,2
4813,2
4814,2
4815,2
4816,2
4817,2
4818,2
4819,2
4820,2
4821,4
4822,2
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,2
4841,2
4842,2
4843,4
4844,2
4845,2
4846,2
4847,2
4848,4
4849,2
4850,2
4851,4
4852,2
4853,2
4854,2
4855,3
4856,2
4857,2
4858,4
4859,2
4860,2
4861,2
4862,4
4863,2
4864,2
4865,2
4866,2
4867,2
4868,4
4869,2
4870,2
4871,2
4872,4
4873,0
4874,2
4875,2
4876,4
4877,2
4878,2
4879,10
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,2
4902,3
4903,2
4904,2
4905,2
4906,0
4907,2
4908,2
4909,2
4910,2
4911,2
4912,2
4913,2
4914,4
4915,2
4916,2
4917,2
4918,2
4919,2
4920,2
4921,2
4922,0
4923,0
4924,0
4925,0
4926,2
4927,2
4928,2
4929,2
4930,4
4931,2
4932,2
4933,2
4934,4
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,2
4942,4
4943,2
4944,2
4945,2
4946,2
4947,2
4948,2
4949,2
4950,2
4951,2
4952,4
4953,2
4954,4
4955,2
4956,2
4957,2
4958,2
4959,4
4960,0
4961,0
4962,2
4963,10
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,4
4982,2
4983,2
4984,4
4985,2
4986,4
4987,4
4988,2
4989,0
4990,0
4991,0
4992,0
4993,0
4994,4
4995,4
4996,2
4997,4
4998,2
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,2
5015,2
5016,2
5017,2
5018,4
5019,2
5020,2
5021,2
5022,10
5023,2
5024,2
5025,4
5026,4
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,2
5053,2
5054,2
5055,2
5056,2
5057,2
5058,2
5059,2
5060,2
5061,4
5062,2
5063,2
5064,4
5065,4
5066,2
5067,4
5068,2
5069,2
5070,4
5071,2
5072,2
5073,2
5074,2
5075,2
5076,2
5077,2
5078,2
5079,2
5080,2
5081,2
5082,2
5083,4
5084,2
5085,2
5086,10
5087,0
5088,4
5089,10
5090,0
5091,2
5092,10
5093,10
5094,0
5095,2
5096,2
5097,2
5098,2
5099,10
5100,0
5101,0
5102,2
5103,10
5104,0
5105,2
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,2
5147,2
5148,2
5149,2
5150,2
5151,2
5152,2
5153,2
5154,2
5155,2
5156,2
5157,2
5158,2
5159,2
5160,2
5161,4
5162,2
5163,2
5164,2
5165,2
5166,2
5167,2
5168,2
5169,2
5170,2
5171,4
5172,2
5173,2
5174,2
5175,2
5176,2
5177,2
5178,2
5179,2
5180,2
5181,2
5182,4
5183,2
5184,2
5185,2
5186,2
5187,2
5188,2
5189,2
5190,2
5191,2
5192,2
5193,2
5194,2
5195,2
5196,2
5197,2
5198,2
5199,2
5200,4
5201,2
5202,2
5203,2
5204,2
5205,4
5206,2
5207,2
5208,2
5209,2
5210,2
5211,2
5212,2
5213,2
5214,2
5215,4
5216,2
5217,2
5218,2
5219,2
5220,2
5221,2
5222,2
5223,2
5224,2
5225,2
5226,2
5227,2
5228,2
5229,2
5230,2
5231,2
5232,2
5233,2
5234,2
5235,2
5236,2
5237,4
5238,2
5239,4
5240,4
5241,2
5242,2
5243,2
5244,10
5245,0
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,0
5325,2
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,2
5338,2
5339,2
5340,2
5341,4
5342,4
5343,4
5344,4
5345,2
5346,3
5347,2
5348,2
5349,2
5350,3
5351,2
5352,2
5353,4
5354,2
5355,4
5356,2
5357,2
5358,2
5359,2
5360,4
5361,4
5362,2
5363,2
5364,2
5365,2
5366,2
5367,2
5368,2
5369,4
5370,2
5371,2
5372,2
5373,3
5374,4
5375,2
5376,4
5377,2
5378,2
5379,2
5380,2
5381,2
5382,4
5383,2
5384,2
5385,2
5386,2
5387,2
5388,4
5389,2
5390,2
5391,2
5392,2
5393,2
5394,2
5395,4
5396,2
5397,2
5398,4
5399,2
5400,2
5401,3
5402,2
5403,2
5404,2
5405,2
5406,4
5407,2
5408,2
5409,2
5410,2
5411,2
5412,2
5413,4
5414,2
5415,2
5416,4
5417,2
5418,4
5419,2
5420,2
5421,2
5422,4
5423,2
5424,2
5425,2
5426,2
5427,2
5428,4
5429,2
5430,2
5431,2
5432,2
5433,2
5434,2
5435,2
5436,4
5437,2
5438,2
5439,2
5440,4
5441,2
5442,2
5443,2
5444,2
5445,4
5446,2
5447,2
5448,2
5449,4
5450,2
5451,2
5452,2
5453,2
5454,2
5455,2
5456,4
5457,3
5458,4
5459,2
5460,2
5461,2
5462,4
5463,2
5464,2
5465,2
5466,2
5467,2
5468,2
5469,2
5470,2
5471,2
5472,2
5473,2
5474,2
5475,4
5476,4
5477,2
5478,4
5479,2
5480,4
5481,2
5482,2
5483,2
5484,2
5485,2
5486,2
5487,2
5488,2
5489,2
5490,2
5491,2
5492,2
5493,2
5494,2
5495,4
5496,2
5497,2
5498,4
5499,2
5500,2
5501,3
5502,4
5503,2
5504,2
5505,2
5506,2
5507,4
5508,2
5509,4
5510,2
5511,2
5512,2
5513,2
5514,2
5515,2
5516,2
5517,2
5518,2
5519,4
5520,2
5521,4
5522,2
5523,2
5524,2
5525,3
5526,2
5527,4
5528,2
5529,2
5530,2
5531,2
5532,2
5533,2
5534,4
5535,2
5536,2
5537,4
5538,2
5539,4
5540,2
5541,2
5542,2
5543,2
5544,2
5545,2
5546,2
5547,2
5548,2
5549,2
5550,4
5551,8
5552,10
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,2
5582,2
5583,2
5584,2
5585,2
5586,2
5587,2
5588,2
5589,2
5590,2
5591,2
5592,2
5593,2
5594,2
5595,2
5596,2
5597,2
5598,2
5599,3
5600,2
5601,4
5602,4
5603,4
5604,2
5605,2
5606,2
5607,2
5608,2
5609,10
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,4
5619,2
5620,2
5621,2
5622,10
5623,4
5624,2
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,2
5653,2
5654,2
5655,2
5656,4
5657,2
5658,2
5659,2
5660,2
5661,2
5662,2
5663,2
5664,2
5665,2
5666,2
5667,2
5668,2
5669,4
5670,2
5671,2
5672,2
5673,2
5674,2
5675,2
5676,2
5677,2
5678,2
5679,2
5680,2
5681,2
5682,2
5683,2
5684,2
5685,2
5686,2
5687,2
5688,2
5689,2
5690,2
5691,4
5692,2
5693,4
5694,2
5695,2
5696,2
5697,2
5698,2
5699,2
5700,2
5701,2
5702,2
5703,2
5704,2
5705,2
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,2
5719,2
5720,2
5721,2
5722,3
5723,2
5724,2
5725,4
5726,2
5727,2
5728,2
5729,2
5730,2
5731,2
5732,2
5733,2
5734,4
5735,2
5736,2
5737,2
5738,2
5739,2
5740,2
5741,4
5742,2
5743,2
5744,2
5745,4
5746,2
5747,2
5748,2
5749,2
5750,4
5751,2
5752,2
5753,2
5754,4
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,2
5779,2
5780,2
5781,2
5782,2
5783,2
5784,2
5785,2
5786,2
5787,4
5788,2
5789,2
5790,2
5791,2
5792,4
5793,2
5794,2
5795,2
5796,2
