,index,review_EN,sentiment,reviewer
999,2339," Incredibly incompetent company!
If you thought the delivery guys were bad try calling the office. My package was left at the door (no yard no fence) in the rain! The best gentlemen in the office say ""you should have made sure you were home!""

You should be deeply and deeply ashamed of your business

",,
1000,2340," Very bad company. You wait 6 hours for your package. If you call customer service, the employee is very unfriendly. Indicates that the package was not included in the route and that it will arrive tomorrow. Please ask for the name in connection with a complaint. Give the employee only his first name. He wouldn't say his last name and just hung up. The company where the package came from indicates that the package was delivered to NL logistics.

",,
1001,2341," This is a typical case of, too bad you can't give 0 stars.
Make an appointment with which neighbors they can leave the package, they just go to another address where no one is. In the end they now say that my package has been delivered to one of the neighbors but nobody knows where. Haven't found it yet.

",,
1002,2342," Owner of this company has already declared bankruptcy at least 20 times, moved and is happily moving on. Leave only affected parties. Be warned what you are going to do.

The so-called director Robert talks smooth everywhere. Alberto Stegeman should exhume the corpses of these parties, that does not make you happy. Politics allows this and makes serious mistakes and especially victims of this kind of people.

",,
1003,2343," It was agreed that they would pick up a package. Stayed at home all day but no one came because their agenda was wrong..

",,
1004,2344," -5 no stars. Never experienced such a bad logistics company. Bad communication and nothing to discuss.

",,
1005,2345," Bad experience with NL logistics & services. Driver can't find my address twice. I think chauffrur google maps do not know .

",,
1006,2346," Do not meet appointment in terms of delivery time
When you call they say they are almost there
After another 1 hour still no one. Called again and you get a rude person on the phone who also says nice you get nothing more we send it back
worthless company

",,
1007,2347," Agreements are not complied with, package was supposedly delivered, if you then contact the logistics service, the person/driver will know exactly from the municipality that he has already visited you 5 times and no one was ever home. According to an earlier call, the package would have been delivered days ago?! And by appointment that they propose themselves ... too difficult probably. So they do not send the offered package but return it to the manufacturer. Super return service!

",,
1008,2348," Never experienced such a bad logistics company. Bad communication and nothing to discuss.

",,
1009,2349," Yesterday I received an email that I would receive the bike around 10 o'clock that I ordered from savingsbike. Just before 10 neatly at the door. Well protected, loaded and neatly delivered. Nice delivery man. Top. Have seen otherwise.

",,
1010,2350," The driver was approached by my father who said put it there

Day was apparently too much work he just drove away and when you call they say yes no one was home

Never again NL logistics & services!!!

",,
1011,2351," You make sure that someone is home between 12:46 PM and 3:46 PM, your bike will be delivered, make sure you are home. At 4 pm you call yes, but we are an hour later and so on, we are now 18:11 still no bike and company closed. You would expect them to call you when they are late or something comes up but no

",,
1012,2352," Ordered a part here through a car company.
Neatly received an email with the expectation of delivery.
Unfortunately due to an unexpected setback I did not get it delivered the same day, called customer service and they neatly explained the situation.
Delivered the next day in the morning.
All in all, fast and good service.
Good transport company and easily accessible for questions!

",,
1013,2353," would deliver the order Friday, Friday half an hour before delivery they send an email that the order did not go with the driver. mail contact was not really service oriented either sorry but even 1 star is too much

",,
1014,2354," Part ordered yesterday and delivered this morning. Top I had first contacted about when I can expect my package. Mister turned me in at least before noon. After this I received a nice phone call from delivery driver Anouar that he is ready with my package at the door. Super satisfied with your service. Keep it up!

",,
1015,2355," I prefer not to give stars.
Transport damages your product, put it next to your house without permission. If you report it they won't hear from you. We are now stuck with a broken product of a few 100 euros.

",,
1016,2356," Canvas ordered online. From 1 by 1 meter.
Delivery person rang the bell through the intercom and babbled a bit. I had to come down.
I go down.
Just doesn't throw the box in my hands and it was gone. Had to be signed for, but he didn't really feel like it.
Box was dented and torn.
Fortunately no damage to my canvas.
Worthless!!

",,
1017,2357," I bought a bicycle at 't Fietshokje and it was delivered by means of NL Logistics. The entire process was not smooth with the communication between me and 't Fietshokje. Unfortunately, it was also not nice with NL Logistics. I got one of their deliverers on the line at 't Fietshokje and he couldn't even tell me what the latest times are that they deliver to their home.
Then he put me through with a number. Here they could tell me this and they also indicated that my bike would arrive around 3 o'clock on Wednesday. Then I am waiting until 6 am and no bike yet. Now on Thursday at half past one a delivery person arrives with ""I was almost gone"", while I walked down two flights of stairs immediately after the bell. I find it strange that he hardly waits. Then I mention that according to them the bicycle would already be delivered yesterday. To this he replied ""We do not promise anything"", while it was clearly said on the phone that the bike would be delivered around 3 o'clock.

The same problem here as what I experienced with 't Fietshokje. Please do not say that you deliver a product for a certain time / day and then it does not arrive. At the very least, you can contact me to say it will be delayed or something, because then I don't have to sit at home all day waiting for a delivery.

",,
1018,2358," Driver very unfriendly and aggressive.very bad experience!

",,
1019,2359," The planning department is completely unreachable by phone. Just a little music, then a dead line and then the connection is broken. Been on the phone for 45 mins. Also poor communication by email. No longer of this time not to indicate in the delivery e-mail in which time block the delivery person will arrive.

",,
1020,2360," This smaller carrier is very popular with second-hand car parts dealers. the delivery person was very friendly, all parts in his vehicle were nicely attached :)

Certainly a follower.

",,
1021,2361," Just good! We never receive complaints from our customers about the delivery of NL-Logistics, No message is good news!

",,
1022,2362," Great

",,
1023,2363," Have been working with them for years, easy to reach and always willing to think along or help. Occasionally it can go wrong, but it is always resolved properly. Top! Keep it up.

",,
1024,2364," Punctual, have tracking via SENDNOW. Great company!

",,
1025,2365," Unfortunately only to be able to give 5 stars but certainly worth a big 10!
Since this year our logistics partner and only satisfied with this company.

Professional, Fast and competent.

",,
1026,2366," Since a few months we have been running the saw with our Logistics car dismantling company
I can recommend company as a transporter fast collection service and good deliveries

",,
1027,2367," Just in time!

",,
1028,2368," Quick and easy. quality for a good price. and most importantly a friendly and helpful customer service

",,
1029,2369," very satisfied with the handling of the car parts sent by us

",,
1030,2370," Very correct and neat ... deliveryman was very friendly ... recommended this company

",,
1031,2371,TOPPERS,,
1032,2372," good  

",,
1033,2373," Fast delivery

",,
1034,2376," Bad..
Never experienced...
Package delivered in another street or thrown in the garden without ringing those people's doorbell...they happened to find the package...pity you can't enter 0 stars...

",,
1035,2389,Good!,,
1036,2390," This morning around 10 o'clock cut off by one of the drivers on the ring of Eindhoven. The driver was happily calling with cell phone in hand.

",,
1037,2391," Polite. Ready to help. Unload and load quickly. Large space for dock parking maneuvers. A restaurant nearby.

",,
1038,2392," Very nice staff, large parking lot.

",,
1039,2393," No problem, very nice employees

",,
1040,2394," Super fast unload

",,
1041,2395," Super Ok, Quality, Seriousness, Professionalism.

",,
1042,2396," Very friendly warehouse workers!
Stay healthy!

",,
1043,2397," Nice and pleasant quick unloading

",,
1044,2398," A well-planned, reliable carrier.

",,
1045,2399," Excellent place to unload ,, they take care of you quickly in the office and they send you to unload to the dock super fast, all fast and perfect ....

",,
1046,2400," Warehouse team is always ready to help

",,
1047,2401," Bottom

",,
1048,2421,"Though I initially was pleasantly surprised by the location of this Crane. At the end I'm thoroughly dissapointed. My 0-1 star should come as no surprise to any that know me, and my reputation",,
1049,2422,Awesome service. If you want to get things done ask for Justyna.,,
1050,2423,Such a shame.... And songtitels from other Talk Talk songs.,,
1051,2424,The way they treat people is dreadful!,,
1052,2425," Now I don't work there anymore, but still no Christmas packages ... Poor boys !! Meh

",,
1053,2426," When it comes to loading it is fast and efficient. I hope there are more such companies, nice and helpful employees.

",,
1054,2427," Not the way to deal with people.

",,
1055,2428," Let people continue to work during corona ...

",,
1056,2429," A fat bolt

",,
1057,2430,Meh,,
1058,2450," For unloading you need an application (reservation), unloading from the ramp. There is a toilet, a coffee machine (the price of coffee is 20 cents)

",,
1059,2451," The girl at the entrance the most grumpy ever.

",,
1060,2453," It is a company alone, and you are generally not a move ... a. They don't count drivers for people.
We enter the parking lot, then the security, then the weight and then for loading.

",,
1061,2457," Maybe explain to your employees that they shouldn't race through a residential yard with 70. If a child can just walk, braking becomes impossible...

Training for your drivers is not a bad idea 👍

",,
1062,2458," Fast service 👍and super nice staff

",,
1063,2459," A great employer who values ​​quality and friendliness. It is nice to be able to radiate that to the customer as a driver of this company.

",,
1064,2460," Super nice building super cozy and cheerful staff and good coffee

",,
1065,2461," Driver passes through a 30 zone with 50 today through Geldermalsen driver is better off working at Efteling for a roller coaster

",,
1066,2462," Friendly

",,
1067,2463," Very good company

",,
1068,2464," Fast reliable and friendly drivers

",,
1069,2465," friendly people

",,
1070,2477," Friendly people

",,
1071,2478," Ks

",,
1072,2479," good  

",,
1073,2495," Top company was super helped there good service and advice

",,
1074,2496," Friendly and fast unloaded 👌😀

",,
1075,2497," Everything was fine .... no problems

",,
1076,2498," It's my job

",,
1077,2506,"I work with TCI since a view years since a supplier send us a shipment DDU from oversea over Rotterdam to Germany. Their carrier chose TCI randomly for the import and delivery.

Before and unfortunately also afterwards we recieved shipments by several carriers. Including some of the big players like Hapag-Lloyd. Sometimes  we had delays that caused demurrage fees for us. Sometimes they was unreachable (just a ticket system) or we had to find our own customs agent for the import declaration. Sometimes they tried to save some money by putting the container on a barge up the Rhine, which then caused delays of 2 weeks.
None of this has ever happened at TCI!

For each container I get a fix contact person (they all do a great job) who can help me about anything.

Last Shipment from yesteday (Import container from China):
I send them the documents 2 weeks before ship arrival at Rotterdam.
In the week before my contact person planed the delivery timing, before the ship has even arrived (Planed was Monday between 14 and 15 o'clock).
Ship arrived in the harbour on Saturday, 1. May (Holiday).
Arrival of the container at our place in Germany: Monday, 03. May, 15:09.

See u next time!",,
1078,2507,"In our opinion this is the worst logistic partner that can be imagined. Extremely bad service. Extremely bad experience. We would advise to deal only with big professional logistic companies to avoid the hidden costs and all the headache.

We have never ever written any bad review about any company. This is our first negative review that the TCI International Logistics Netherlands really deserves.

*This review is based only on our negative experience with TCI International Netherlands.",,
1079,2512,"I had a very positive experience working with White Van after they helped me move my belongings from my apartment in the Hague to Amsterdam. Very competitive rates, clear communication and all around very helpful and friendly cooperation with Collin. Would recommend them for any future moves in the Randstad area.",,
1080,2513,"I am very satisfied with the service received, the guys who made my move were cordial and very professional in the management of my property. The communication with Collin was easy and fluid, the service was received on time and the payment was very easy.

Overall, I am a satisfied customer!

Thank you and good luck WhiteVan010!!!",,
1081,2514,"We received reply from Collin very quickly about our request. And during the assignment, the WhatVan010 team was very friendly and they think with you through the problems encountered. Overall, very satisfied and would recommend WhiteVan010 to anyone.",,
1082,2515,Excellent service! I was very pleased with this moving company and Collin was very helpful and professional!,,
1083,2516,Everything is well-organized. Very quick!,,
1084,2517," I have already moved from 010 twice with help from white and both times to complete satisfaction. Incredibly friendly, professional and reliable; that's what you want when you let someone in your house and move your things. I had requested various offers, but this party really comes out on top.

",,
1085,2518," We had our move taken care of by 010 Logistics. We thought along with us during the preparation of the move, so that the day went smoothly. Fast and polite communication, careful and professional handling of our belongings, friendly handling of the movers, and a good price / quality ratio. In short: a must.

",,
1086,2519," Pleasant contact, thinking along with me and most importantly for me: my belongings ended up in the right place without any damage. Worth every penny to me.

",,
1087,2520," Colin came by with an order. Super friendly and helpful and afterwards also helped with places.

",,
1088,2521," Good experience with WhiteVan010. They think along, are flexible and very careful in their work & implementation.

",,
1089,2522," I can be brief about this: very professional company, which is honest and clear. In short, highly recommended!

",,
1090,2523," Very good service! Friendly, knowledgeable and professional. Highly recommended!

",,
1091,2524," Outstanding service! Moved quickly from A to B, with an eye for quality. A no-nonsense mentality.

",,
1092,2525," Gentlemen, thanks!
Service like you don't see much anymore these days.
Next time!

",,
1093,2526," Very neat guys, professional, good prices!

",,
1094,2534,Great people,,
1095,2535," Nice harbor

",,
1096,2538,"Was asking info about my cargo. They provide me wrong info. Have lost 2000 euro on customs.
They didnt know where was my cargo, so the truck have found it only on third adress. Have lost 300 euro more.
They store my cargo in open wharehouse. It get rusty. So i have to spent more on restoration.
see photos betore and after.
Do not recomend. 1 star!",,
1097,2539,"Worst service ever!!! My microwave was delivered without any protection. the whole thing is now in parts and thus useless.
For your reference i have added pictures of it. Please have a look and  compare the picture of the original product and the state that i have received my product.
Even with this evidence they dare to say that it was already damaged like that upon received.",,
1098,2540,"We trusted them to deliver our purchased goods, they took a pretty large fee, took more days then expected, yet they forgat to bring one of the items, that was actually a pretty big thing. We were trying to get them to re-deliver, it took months until they come clean they have lost it. After we agreed that they pay for the item and the missed delivery, we have made a bill for them, and then they completely ignored us. So they aren't delivering, and they are owe us money as well, WORST COMPANY I HAVE EVER WORKED WITH!!!",,
1099,2541,"Worst company ever, they dont pick my sorting bucket, after I transfer the money, scam!",,
1100,2542,"Auction Logistics was recommended to me by Troostwjik auction. Unfortunately I experienced something which are considered serious weaknesses for a company such as poor customer service, being irresponsible, unpunctuality and reckless to meet customer needs/promises properly, unprofessionality in work and dealing with clients, time consuming service and so on...
If the management of company pay slightly more attention to rectify these annoying habits, I am sure they would make better, productive and more satisfied business environment to all. The only good thing was that they at least respond to you very quickly regardless of its content 🙂",,
1101,2543,"Just the worst company ever! DO NOT WORK WITH THEM!!! I paid them to pack some goods, they admit it that they did not make the job and they refunded me...half of what I paid??? Of course they will never explain why...if you have any other possibility just work with another company like Gerritsen, Online Bezorgservice or any other!!!",,
1102,2544,Professional transport service of three forklifts. Punctual and nice driver. Thank you !,,
1103,2545,Very fast (ultrafast) response!,,
1104,2546,Really good job Thank you verry much,,
1105,2547," After reading a number of reviews, I was a bit skeptical about the delivery of my lots that I had purchased through bva. I was called a day before delivery, this was 3 days after the collection date of bva. Delivery itself also went well. Very satisfied!

",,
1106,2548," Just delivered my stuff that I bought through bva, just great. next time I will do it again through you!

",,
1107,2549," Picked up my lot on Thursday by Auction Logistics at an auction of consolation district. An email and telephone confirmation of delivery on Monday. The driver called 15 minutes before arrival and put the pallet neatly in the garage. Top!

",,
1108,2550," Unfortunately very dubious. Everything went smoothly for me until the delivery. Then the goods arrived without agreeing on a delivery date. I can't say whether that was intentional, but I wouldn't be surprised. The goods were accepted by a neighbor and unloaded on my property. Unfortunately, my neighbors did not notice and document the transport damage. A few hours later I discovered the goods in my yard and noticed the damage, which was obviously caused by the load securing. I immediately documented and reported the damage. The lashing straps that damaged the goods were still attached. After several emails, I was informed several times that no damage was noted on the delivery note and that they are checking what can be done. After that, no reaction. Only when asked again and again the same answer. After pointing out the legal situation, there was no answer at all. I find it cheeky how customers are treated here, especially when I think about how much this ""service"" cost me.

",,
1109,2551," When I read this here, I am glad that I am not going to do business with them. I requested a quote for a package of 1100 kg (comfort district) and had to pay € 103. Afterwards, I request a quote for a package of 730 kg (comfort district) and I would have to pay 211 €. So send an email to ask if this was correct. I get a quote again and have to pay € 235 for the same package of 730 kg. I get in touch by phone and the only answer I get is: put it on mail and we will check it. I had already put it on email and I get a more expensive quote. So I don't think so!

",,
1110,2552," Hands off!!

1. Telephone information has promised to send an offer within the remaining auction time of 3 hours. The offer comes a day later = no reliability

2. The price offered appears to me like an offer to reject. Comparable prices of other forwarding agents is one third of the offer. Transport of 20ft containers over 400km, loading and unloading by forklift € 2,185.00. = outrageous prices

No thanks, I am awarding a star here for a lack of reliability and outrageous prices. It's best to inquire somewhere else!

",,
1111,2553," From a request, the store immediately makes a pick-up and then demands for a 5Kg. Package over 150.00 euros.
Now they are claiming, I gave an assignment, but they cannot prove it to me. FRAUD in the Elegant Stihl.

",,
1112,2554," We had a written agreement with the shipping company that the goods will be picked up and delivered on a specific date. Nothing but nothing was kept, no information that the goods are not delivered. Even our complaint was unsuccessful and was ignored. We then picked up our goods ourselves - and still wait for our money, which the forwarding company wanted to repay us! Absolutely not recommended !!!

",,
1113,2555," The company received money to collect goods. This was then allegedly lost. Since then I have been waiting for a repayment for 3 months. Really not recommended, although various auction houses in Holland still recommend this company. Hands off!

",,
1114,2556," This company delivers without first making an appointment. They have called, but do not leave a message if you are unable to answer. They then try to deliver the products. If you are not at home then € 90 extra will be charged for a new delivery attempt.

",,
1115,2557," Company not recommendable; the transport has been paid in advance and they say they have received nothing. the goods have disappeared; the damage is very significant following their failure. AVOID ABSOLUTELY!

",,
1116,2558," We have had a number of lots shipped via the Auction Logistics company. The delivery was postponed several times and then the lots arrived damaged. Auction Logistics' promise to claim compensation is not being honored. The company will then no longer respond. Auction Logistics is an extremely unprofessional company. You better look for another, reliable, transport company.

",,
1117,2559," Have two plexiglass ornaments delivered with an indication to pack them extra as they are fragile. Instead of wrapping it in a decent way, only a layer of wrap plastic was turned around. 1 of the ornaments was damaged upon delivery (large hole and some cracks of more than 50 cm. The damage was such that it was impossible for the driver to have caused this damage without knowing it. However, the package was put away by the driver that this crack was hard to see, so unfortunately signed off for receipt.Now they can do nothing anymore because we have signed off.A very unprofessional delivery and non-existent service.Of course you can not go anywhere with your complaints, so just me here.

",,
1118,2560," They take advantage of the fact that they were the only carriers accredited for the auction and claim exorbitant sums.

",,
1119,2561," Excellent service! Was a bit skeptical in advance after reading the reviews. Shipment was quickly organized and neat driver on delivery. Thanks and see you next time!

",,
1120,2562," I was cheated by that company in my opinion. They have not collected goods and yet request payment for transport.

",,
1121,2563," Watch out for these people!!! We paid in advance for the transport service and the merchandise has not been brought to us (supposedly it was stolen from the warehouse...), and they have not even returned the ""transport"" money to us. With which NEITHER MERCHANDISE NOR REFUND OF THE AMOUNT. Great professionals!!! A FRAUD!!

",,
1122,2564," Good. Fast and correct

",,
1123,2565," Of the worst. They charged us, lost our merchandise and were not responsible for anything.

",,
1124,2566," worthless my device was completely damaged. Thanks!

",,
1125,2567," Well arranged, also service afterwards

",,
1126,2568," good job!

",,
1127,2569," Lk

",,
1128,2570,Zufriefen,,
1129,2582,"Best services , punctual drivers ,nice environment and professional employees ✨✨✨",,
1130,2583,Great service,,
1131,2585," top service real friendly

",,
1132,2586," Top firm!

",,
1133,2592," Tinny Witlox from Witlox Transport Oirschot ....

After having just contacted your colleague by phone, please:

Is it normal that the Witlox staff try to park in your trunk on the A15 during slow traffic from Pernis towards Barendrecht and if this does not work, they push on your bumper with a lot of hand gestures? I realize that my Audi looks very big ... BUT believe me when I tell you ... Witlox Transport car 06 is really not going to fit!

You might think why do this ... because 2x telephone contact with your colleague was so associative from your side and after your colleague angrily told him that he was done with it, I just cut off the conversation as I don't like to eat rotten fish to be decided ...

Perhaps it is about time to talk to the staff about customer service because I can imagine that if you speak to people over the phone, your customer base will quickly decrease.

I would like to quickly report that this happened on June 18 at about 16.10 and 16.20 during slow-moving and stationary traffic with matrix signs at 50 km / h. Your driver can push through what he wants, but I would have had to crawl into the trunk of my predecessor and let that Audi be just too big for that!

Despite all this, we wish you a nice working day!

",,
1134,2593," Love to come and eat steak the coffee is delicious too

",,
1135,2594," Reputable company

",,
1136,2606," Cbk logistics is a great company to work for. It is possible to deliver parcels by bus for PostNL or DHL. And are always looking for good truck drivers

",,
1137,2607," Courier of the future. Delicious extensive luxury canteen, delicious food and the best jokes. Beautiful toilet with heated seat.

",,
1138,2608," This is where I work, so what is there to fill in. Have a nice boss and the people are nice.

",,
1139,2609,SUPER OK!!!!,,
1140,2610," Nice company to work for

",,
1141,2611," Strong good

",,
1142,2612," Super OK !!!!!!!! ?!

",,
1143,2626," Super neat and friendly and completely selflessly helped by these people to convert the pallets at a wrongly loaded truck somewhere else 👍👍👍

",,
1144,2627," I just unloaded, was it good, nothing more

",,
1145,2628,👍,,
1146,2629," Helped quickly, hospitable people

",,
1147,2630," 5 if there was a custom toilet

",,
1148,2631," People with a real MAN heart!

",,
1149,2632," Approx

",,
1150,2633," Loading Station

",,
1151,2641,very nice staff ... fast unloading ☺️☺️☺️👍👍👍❤️❤️❤️,,
1152,2642,Good company,,
1153,2643,Ok,,
1154,2644," Enjoy working in a sporty environment. 😄 Nice colleagues and a good atmosphere.

",,
1155,2645," Nice staff unloading ramp relatively quickly.

",,
1156,2646," I was satisfied, there is a toilet, there is a shower, while I washed it was unloaded, there is a parking lot for 45, everything is ok

",,
1157,2647," Super nice big blue new box with nice people in it.

",,
1158,2648," Good firm has shower and toilet

",,
1159,2649," Very good employee Anaïs

",,
1160,2650," Wonderful company with friendly employees

",,
1161,2651,👏👏👏👏👏,,
1162,2652," Loading products

",,
1163,2665,"Nicely packed by Hornbach & delivered pleasantly by the delivery person in the morning to the 1st floor (it was not very heavy).

I see a lot of negative reviews and thought I'd chime in with a positive review. I have ordered from other companies and if it is heavy, it is generally not possible for the delivery person to lift it to a higher floor. Last week I had 700kg floorplates on the pavement as the delivery persons forklift could not reach the floor safely (from another delivery company). They even told me ""Not to shoot the messenger"" as it is not their responsibility as they only deliver & are not handymen. I think in general if you make an order weighing more than 30kg, it's wise to arrange someone to help you pick up that weight to avoid injury.

In my case, the driver was very nice & wished me well for the renovations. Thanks!",,
1164,2666,"Rude, unprofesional and terrible attitude towards customer and the service they provide... Just asked to move package of bathroom tiles on palet 2 meters away, under carport, which would be no effort at all with forklift they were delivered, instead of dropping in the middle of the driveway. But it was rudely refused. After reading other experiences, with this kind of company we are lucky they did not dropped just in the middle of the street.",,
1165,2667,I had amazing experience with this company. I got a call 10 min before delivery arrived. Stuff was very helpful and bring my package to the elevator in the building.,,
1166,2668,"Rude delivery people. They delivered 200 kg of material (including pellet) in front of my building and refusing to cross the door or provide any help.
I understand this is for COVID policy (even if at this time all measures have been lifted, so no reason for that).
What I do not understand it’s the OUTRAGEOUS RUDENESS of the delivery person that told me it was not his problem and basically laughing and arguing at me while I was shocked and crying.
I complained with the company which hired you guys and I wish they will take some measures.
I understand policies BUT RUDENESS IS UNACCEPTABLE!
We should be helping each other, especially when someone is upset and crying.",,
1167,2669,"You pay 105 for a delivery and they leave the goods in the street.
No service at this transportcompany at ALL.",,
1168,2670,"Very bad experience with delivery. I have a ground floor flat with a terrace in front of it and a gate around the terrace. The gate can be fully opened. I got bathroom floor and wall tiles delivered today, and the driver refused to deliver them to the front door as he should, but left everything on the pallet outside of the gate on the street. This is a public street and not my property. I asked the driver if he could at least move the pallet inside onto the terrace for it to be on my property, and he refused. His suggestion was that the guy who installs the tiles can move them.....which would be 3 weeks from now. The driver then left. Thanks for nothing! I wish I could give you zero stars as you did not fulfil the requirement to deliver to the front door! And this was a ground floor apartment with a separate entrance!",,
1169,2671,"I wish I could have given zero stars. The driver delivered a heavy piece of furniture in the middle of a cycle path in front of our house. We asked to put it inside the house, just 5 meters from where he dropped it, he said he couldn't do it. We understand there's snow outside, but he could have easily done it with his portable forklift. He was rude, very unprofessional and left the item there. To make matters worst, we wrote to the company to give feedback and their answer was ""... the driver did what he could""... what's not true. No matter what, nothing justifies the attitude of the driver.",,
1170,2672,"The driver was on time but that's about it...
Instead of parking the car somewhere, to make the delivery the driver blocked the road causing a huge traffic jam. Then he started screaming and almost attacked a lady that said something about it.  My bf had to come in-between. I don't recommend them",,
1171,2673,Driver could not be bothered to get the delivery closer to my door. Dumped the goods onto the street. Terrible service! Do NOT use this company.,,
1172,2674,"Echoing the other customers, terrible customer service and support (very rude staff, at the 4th time I called I had to beg not to put me on hold as soon as they replied, because they would simply ignore me).

Moreover, they refused to bring the items inside, leaving them in the sidewalk and forcing me to unpack them and bring them in the corridor",,
1173,2675,"Driver called me once, tried calling him/ her back multiple times just to be ignored. Called the company, got bad customer service, Noticed the lady on the phone had no interest in helping me.",,
1174,2676,"Hi there, I had this morning the most denigrate treat I ever got in my life.  What unpleasant moment I had. I asked the delivery man if he could bring it upstairs because I cannot do it by myself. I know so far from my partner that this was arranged because I am home alone and I couldn’t do it by myself. This man (if I can call it man) was extremely rude to me. Shouting, yelling, I even got scared if he could do something to me. He was completely out of him, saying that I can stay crying if I want but then he won’t deliver the package. This man is like a beast. I want a solution and huge apologies for this moment that just made me to stress so much that as I said I expect a reaction from your side. Unfortunately is the second time that I ordered something and the supplier uses this company. This can only make a bad reputation to the brands that work with them. I DO NOT recommend this company, please stay away.",,
1175,2677,worst company.  scammers and thieves,,
1176,2678,Very unreliable company. Strongly not recommend!!,,
1177,2679,The delivery guy was useless and doesn’t want to help at all!!!,,
1178,2680," -update-
Have had a good conversation with the company. Will be arrested in 4 weeks. Result follows.

What a ### company!! Break everything, copy your signature (forgery) and don't think along from customer service. You pay big money for this. Driver breaks pallet with brute force. Good luck with driving a 200kg in your garden. Gets in his car and drives away without saying a word. My solution was to stack the pallet together and place it 1 meter inside my gate. No, they don't. And I was allowed to help with unloading myself because the driver couldn't. See photos of the tiles. And yes I will take this further as promised.

",,
1179,2681," Hornbach air conditioning ordered and I am happy to pay 44 euros delivery costs so that I do not have to lift with the device (40 kilos). Receive an email to schedule an appointment that doesn't work (No information about your order was found.). In the night I get a text message that they will deliver today between 12:45 and 15:15, if I am not there extra costs will be charged (bit strange). Delivery arrives on time, rings the bell and I walk downstairs to check if necessary. to assist. Sir walks away to which I ask can you help? No, no elevator but it's not that heavy and sir continues. Van Spreuvel Transport if you need transport just that little bit better......

",,
1180,2682," Received my kamado large on time today. Friendly delivery person, but unfortunately orders are delivered to the door. I had ordered the kamado because of duet weight and with the hope that it would at least be delivered over the threshold, also because delivery costs were added.. but unfortunately not the case, maybe missed the small print? Too bad, because there I was..

",,
1181,2683," The first time I write a review about a transport company, but get into my pen because I am so positive about the delivery.
The communication went great. The day before I received an email and the day itself, 15 minutes before delivery I was called.
The driver was very friendly, pleasant to deal with and helpful!
Everything was delivered neatly and undamaged.

Very much looking forward to next time!!!

order number 2466279

",,
1182,2684," Today, Hornbach concrete ply sheets ordered by this company were delivered. Instead of flat delivery, in a Danish cart, which means that the plates already arrive crooked and curved. Not a single plate undamaged. Worthless how they handle customer stuff

",,
1183,2685," Lousy service, delivery literally put down. No cooperation or assistance whatsoever. Ordered several items and after helping himself and bringing some in, the transporter was simply unresponsive when he returned downstairs. Horribly bad transport company! Nicely done as Hornbach being employed with such a transport company.

",,
1184,2686," Received a message this week that I could choose my delivery day. Chosen for Thursday, then no time received so I just called. Turns out they decided to make the delivery a day later without letting us know. They threaten with costs if you are not at home, but if you take a day off to be home, they will not come themselves.

",,
1185,2687," The delivery went great! Very friendly lady who was very helpful. Received a nice text and e-mail the night before what time they were there the next day and you could follow in the morning how many stops there were for delivery. Really great! Have experienced other companies that were absolutely not helpful and/or friendly. Recommended!

",,
1186,2688," Transport went well, planning called the day before delivery, called by driver 15 minutes before delivery.
Everything neatly arranged and on time.
Taken to the door with the forklift.
And in all fairness, I don't expect the driver to lug it in too.
Driver was very polite and helpful.

",,
1187,2689," This is by far the worst transport company out there. 4 pallets not delivered for 3 days, (overlooked) 4 large pallets! Not on time delivery, vague answers, very poor communication, and I could go on and on. Really not a good word for about!

",,
1188,2690," Very reliable carrier. Delivers quickly and always at agreed times. Drivers are very sympathetic and helpful. One phone call and they organize the logistics the way you want.
Very reliable transport company.

",,
1189,2691," A delivery of the complete sanitary facilities, an indication time by email in advance, neatly called 15 minutes in advance that they will be there in no time. It was neatly packed, delivered by a friendly driver unfortunately forgot his name.

",,
1190,2692," Do you want something delivered but are you hesitant about the transport? Then Van Spreuwel Transport from Eindhoven is an excellent choice.
First of all you will be kept well informed of the process. For example, we received an order from Hornbach via van Spreuwel Transport. First we were called by a nice lady if delivery would come out at a certain time. This was neatly confirmed in the mail. Half an hour before the delivery, the driver contacted us by phone. That he was en route and would arrive in half an hour. In that telephone conversation it was agreed that if he stood at the driveway he would call again. No point. Neatly on time the driver arrived at the driveway. I was able to show him the way. The truck was skillfully maneuvered at the relevant building. . The load was neatly lashed and sealed in the truck. The chance of missing is therefore zero. The driver introduced himself nicely and asked where and in which order I wanted the load. Ten minutes later everything was in place!
In summary: If you want something delivered, then take Van Spreuwel Transport in your arms.

",,
1191,2693," Had delivery, customer service called nicely a day in advance. The driver also called me 15 minutes in advance, while I could also keep track of the delivery via the track and trace system. Then also had a very nice delivery person called Samir at the door, was very friendly and polite.

",,
1192,2694," I am very surprised at some of the negative reviews. At our company, we have been supplied by Van Spreuwel about 40 times a year for a very long time and we are absolutely very satisfied in all respects. Always neat and friendly drivers who also deliver on time and without damage. Many logistics companies can learn a lot from this. Chapeau Spreuwel, we are happy to have you.

",,
