,name,type_company,lat,lon,city,avg_stars_num,n_reviews_num,encoded_user,local_guide,clean_other_review_num,published_date,today_date,stars_num,review_EN,original_lang
751,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,&o^6i,1.0,7.0,4 years ago,2022-09-29,5.0,,
752,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,3&DzB,0.0,12.0,5 years ago,2022-09-29,3.0,,
753,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,GUvtZ,0.0,44.0,a year ago,2022-09-29,4.0,,
754,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,FW1Lo,1.0,4.0,11 months ago,2022-09-29,4.0,,
755,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,*fgVu,1.0,9.0,3 years ago,2022-09-29,5.0,,
756,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,wYY*G,1.0,39.0,3 years ago,2022-09-29,5.0,,
757,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,5ECDP,0.0,14.0,2 years ago,2022-09-29,1.0,,
758,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,iz3lo,1.0,56.0,3 months ago,2022-09-29,5.0,,
759,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,%g75H,,,4 years ago,2022-09-29,4.0,,
760,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,ISb@n,1.0,9.0,3 years ago,2022-09-29,5.0,,
761,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,f$xnJ,1.0,34.0,5 years ago,2022-09-29,5.0,,
762,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,N9Vw0,1.0,21.0,5 years ago,2022-09-29,5.0,,
763,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,E0deQ,0.0,8.0,8 months ago,2022-09-29,3.0,,
764,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,6DC&S,1.0,28.0,4 years ago,2022-09-29,5.0,,
765,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,asuG!,1.0,1.0,4 years ago,2022-09-29,3.0,,
766,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,uZD0N,,,a year ago,2022-09-29,5.0,,
767,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,FgVbC,0.0,4.0,a year ago,2022-09-29,5.0,,
768,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,zDHTq,0.0,1.0,a year ago,2022-09-29,5.0,,
769,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,p1j52,1.0,6.0,5 years ago,2022-09-29,5.0,,
770,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,e3DQM,1.0,15.0,4 years ago,2022-09-29,4.0,,
771,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,qt4Va,1.0,29.0,3 years ago,2022-09-29,3.0,,
772,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,T9O!b,0.0,43.0,2 years ago,2022-09-29,5.0,,
773,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,r1Zbo,1.0,82.0,a year ago,2022-09-29,5.0,,
774,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,Cln1A,1.0,13.0,2 years ago,2022-09-29,4.0,,
775,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,GNuUP,1.0,28.0,3 years ago,2022-09-29,3.0,,
776,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,SFjiB,0.0,1.0,2 years ago,2022-09-29,5.0,,
777,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,0c)Tp,1.0,3.0,2 years ago,2022-09-29,3.0,,
778,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,!XsoS,1.0,167.0,3 years ago,2022-09-29,5.0,,
779,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,RrU37,0.0,2.0,4 years ago,2022-09-29,1.0,,
780,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,CFQea,0.0,24.0,2 years ago,2022-09-29,5.0,,
781,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,$1az&,,,a year ago,2022-09-29,4.0,,
782,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,xf5RC,1.0,10.0,3 years ago,2022-09-29,4.0,,
783,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321.0,q5Hvd,,,a year ago,2022-09-29,5.0,,
784,Logistics Company Tilburg B.V.,Logistics service,51.547174,5.1150302,Tilburg,,,,,,,,,,
785,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&5hYp,1.0,9.0,2 months ago,2022-09-23,5.0,The have wc and shower for drivers wich is not the same case in other locations.,ENG
786,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,#dMcP,1.0,54.0,4 months ago,2022-09-23,5.0,Ok,ENG
787,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Hc^^4,1.0,23.0,4 months ago,2022-09-23,5.0,Super,ENG
788,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,DHNI),1.0,147.0,2 years ago,2022-09-23,3.0,Quite good..hard work!,ENG
789,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,$(S)Q,0.0,4.0,a year ago,2022-09-23,5.0,Nice!,ENG
790,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,jGY1B,0.0,6.0,4 years ago,2022-09-23,5.0,I'm work here!!,ENG
791,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,6kb#S,0.0,152.0,a year ago,2022-09-23,4.0,Ok.,ENG
792,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,%j*ns,1.0,2.0,5 years ago,2022-09-23,4.0,Mac clean,ENG
793,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,S7we2,1.0,345.0,a week ago,2022-09-23,1.0," Well, they had to pick up a small package. Unfortunately, their understanding of times is not in order. We come between 9am and 5pm. This is very unprofessional. Too spacious too vague , not exactly for a logistics company .

",NOT_ENG
794,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,SkKlb,0.0,1180.0,2 months ago,2022-09-23,4.0," Quick unloading and a toilet for the driver. To complete happiness, the only thing missing is a coffee machine.

",NOT_ENG
795,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,1qg%&,1.0,64.0,2 months ago,2022-09-23,5.0," Fast loading is the toilet and shower hot water

",NOT_ENG
796,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,PgHb3,0.0,7.0,7 months ago,2022-09-23,5.0," Pleasant, cultured and polite staff. Parking, toilet - nice and clean. A great example for other firms. Thanks for the positive leadership!

",NOT_ENG
797,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,dXpLL,0.0,4.0,10 months ago,2022-09-23,4.0," Had a job interview. Already a very good and welcome feeling.
No solution yet, so don't know what it's like to work there. But until now; great experience!

",NOT_ENG
798,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,$5hkp,0.0,2.0,9 months ago,2022-09-23,5.0," A whole car loaded in 20 minutes, other companies can follow an example.

",NOT_ENG
799,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,mlAKn,0.0,51.0,4 months ago,2022-09-23,5.0," Loaded quickly, everything is fine!

",NOT_ENG
800,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,SVkAf,1.0,113.0,2 months ago,2022-09-23,4.0," Hardworking people in a great location

",NOT_ENG
801,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,%8n5O,1.0,71.0,a year ago,2022-09-23,5.0," In any case, a nice address for loading or unloading ... Unlike most other large companies, you are usually quickly loaded / unloaded here ... Top company!

",NOT_ENG
802,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,mPjxV,0.0,4.0,2 years ago,2022-09-23,1.0," Worthless on maps is open 24 hours, loading and unloading is between 09:00 and 18:00

",NOT_ENG
803,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,C(7Tn,1.0,86.0,4 months ago,2022-09-23,5.0," Fast service

",NOT_ENG
804,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,ia0#S,1.0,15.0,a year ago,2022-09-23,3.0," For 5 pallets to unload I waited 1:30

",NOT_ENG
805,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,H1lc@,0.0,178.0,10 months ago,2022-09-23,5.0," Had a very good conversation

",NOT_ENG
806,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,8Ge2s,1.0,119.0,2 years ago,2022-09-23,5.0," Cool. Free and clean shower and toilet for drivers.

",NOT_ENG
807,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Xpy9Y,0.0,166.0,a year ago,2022-09-23,4.0," Friendly people and smooth handling of goods

",NOT_ENG
808,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,gk*3Z,1.0,507.0,a year ago,2022-09-23,5.0," I recommend very fast loading 👍👍👍👍

",NOT_ENG
809,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,%sNY*,1.0,1740.0,2 years ago,2022-09-23,4.0," Fast charge
Shower
coffee
Parking

",NOT_ENG
810,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,LxV1e,1.0,38.0,4 years ago,2022-09-23,4.0," Nice people, however, take a long time to charge.

",NOT_ENG
811,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,a575%,1.0,137.0,a year ago,2022-09-23,5.0," Fast handling, correct company👌👌👌👌👌

",NOT_ENG
812,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,yu7CU,0.0,117.0,a year ago,2022-09-23,5.0," Fast and pleasant

",NOT_ENG
813,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,mHpmW,0.0,16.0,a year ago,2022-09-23,5.0," Great, simple, toilet, shower

",NOT_ENG
814,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,WR3k5,1.0,26.0,10 months ago,2022-09-23,5.0," Top company

",NOT_ENG
815,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&1Y&I,1.0,64.0,a year ago,2022-09-23,5.0," Always fast

",NOT_ENG
816,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,lIEj2,0.0,2.0,11 months ago,2022-09-23,5.0," Service top quality !!!

",NOT_ENG
817,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,VR$Vj,1.0,63.0,4 years ago,2022-09-23,5.0," Haytech company!

",NOT_ENG
818,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,!P02L,1.0,923.0,2 years ago,2022-09-23,5.0," Pro logistics company

",NOT_ENG
819,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,3VgNB,1.0,46.0,4 years ago,2022-09-23,5.0," Good company logistics

",NOT_ENG
820,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Ar&Ex,0.0,1.0,a year ago,2022-09-23,4.0,,
821,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,cx@mG,1.0,8.0,a year ago,2022-09-23,4.0,,
822,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,S(^4e,,,4 years ago,2022-09-23,5.0,,
823,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,zORRf,,,a year ago,2022-09-23,4.0,,
824,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,85%Fl,0.0,2.0,a year ago,2022-09-23,5.0,,
825,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,vX5Gv,,,4 years ago,2022-09-23,3.0,,
826,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,85%Fl,,,11 months ago,2022-09-23,5.0,,
827,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,7Vh5h,0.0,11.0,2 years ago,2022-09-23,1.0,,
828,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,JkDBA,1.0,103.0,5 years ago,2022-09-23,3.0,,
829,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,A7SHh,1.0,27.0,10 months ago,2022-09-23,5.0,,
830,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,nsbcP,1.0,72.0,a year ago,2022-09-23,5.0,,
831,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,fOCk8,,,4 years ago,2022-09-23,5.0,,
832,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,kypMR,,,7 months ago,2022-09-23,4.0,,
833,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,UDlm4,0.0,2.0,11 months ago,2022-09-23,5.0,,
834,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,g6^xR,1.0,57.0,10 months ago,2022-09-23,4.0,,
835,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&P&2P,1.0,126.0,5 years ago,2022-09-23,4.0,,
836,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&i)p(,0.0,1.0,a year ago,2022-09-23,1.0,,
837,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&wSh1,,,6 months ago,2022-09-23,3.0,,
838,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,jeM2P,1.0,6.0,5 months ago,2022-09-23,4.0,,
839,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,aQh49,1.0,18.0,a year ago,2022-09-23,5.0,,
840,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,!cpW^,1.0,113.0,a month ago,2022-09-23,5.0,,
841,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,VDVd9,1.0,10.0,5 months ago,2022-09-23,2.0,,
842,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,lc*ed,0.0,2.0,4 years ago,2022-09-23,3.0,,
843,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,zb9XL,0.0,4.0,a year ago,2022-09-23,4.0,,
844,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,afe20,1.0,111.0,11 months ago,2022-09-23,5.0,,
845,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,3UI7Z,0.0,18.0,2 years ago,2022-09-23,3.0,,
846,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Skz&q,1.0,14.0,a month ago,2022-09-23,5.0,,
847,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,*qtgk,0.0,36.0,3 years ago,2022-09-23,4.0,,
848,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,xvvD8,1.0,47.0,a year ago,2022-09-23,5.0,,
849,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,nWWdI,0.0,2.0,a year ago,2022-09-23,5.0,,
850,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,xP)^d,,,3 years ago,2022-09-23,5.0,,
851,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,UjPQt,0.0,26.0,10 months ago,2022-09-23,5.0,,
852,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,it4z*,1.0,30.0,8 months ago,2022-09-23,5.0,,
853,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Vk&6q,1.0,53.0,3 years ago,2022-09-23,5.0,,
854,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,6zTl4,,,a year ago,2022-09-23,5.0,,
855,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,numhy,1.0,9.0,2 months ago,2022-09-23,4.0,,
856,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&o(vI,0.0,1.0,a year ago,2022-09-23,4.0,,
857,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,qW1GP,1.0,55.0,2 years ago,2022-09-23,5.0,,
858,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,ql#3L,1.0,10.0,4 years ago,2022-09-23,5.0,,
859,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Uo%Ia,0.0,6.0,a year ago,2022-09-23,5.0,,
860,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,bpNtq,0.0,3.0,4 years ago,2022-09-23,5.0,,
861,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Irx2x,1.0,199.0,2 years ago,2022-09-23,5.0,,
862,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,79dFS,0.0,14.0,2 years ago,2022-09-23,4.0,,
863,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,JRfba,1.0,10.0,4 years ago,2022-09-23,4.0,,
864,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Gcju9,1.0,19.0,a month ago,2022-09-23,5.0,,
865,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,dT(pE,,,a year ago,2022-09-23,5.0,,
866,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,$OFlg,1.0,86.0,a year ago,2022-09-23,5.0,,
867,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,sXmQI,1.0,6.0,5 years ago,2022-09-23,1.0,,
868,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,O6Lud,,,6 years ago,2022-09-23,5.0,,
869,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,933l@,1.0,13.0,2 months ago,2022-09-23,5.0,,
870,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,^DA5P,0.0,26.0,4 weeks ago,2022-09-23,4.0,,
871,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,wU*m2,,,5 months ago,2022-09-23,5.0,,
872,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,2fEmH,0.0,,2 years ago,2022-09-23,4.0,,
873,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,&i%*P,0.0,10.0,9 months ago,2022-09-23,4.0,,
874,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,i@!2),1.0,2.0,a year ago,2022-09-23,5.0,,
875,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,foj%O,0.0,11.0,2 years ago,2022-09-23,4.0,,
876,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,Rj)eq,1.0,104.0,3 years ago,2022-09-23,4.0,,
877,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,W@BZH,,,a year ago,2022-09-23,4.0,,
878,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,qU(OW,1.0,3.0,a year ago,2022-09-23,5.0,,
879,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,yDgZd,0.0,26.0,a year ago,2022-09-23,5.0,,
880,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,^PdyQ,1.0,6.0,6 months ago,2022-09-23,5.0,,
881,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,7(NX5,0.0,5.0,a year ago,2022-09-23,5.0,,
882,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,pkCw(,1.0,4.0,a year ago,2022-09-23,5.0,,
883,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,2Dq4C,0.0,6.0,10 months ago,2022-09-23,4.0,,
884,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,yiLn!,1.0,126.0,a year ago,2022-09-23,5.0,,
885,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,rpOn*,0.0,1.0,4 years ago,2022-09-23,5.0,,
886,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,9%Hxi,1.0,4.0,2 years ago,2022-09-23,5.0,,
887,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,tfIY#,1.0,19.0,2 years ago,2022-09-23,5.0,,
888,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,H5k&&,0.0,3.0,2 years ago,2022-09-23,3.0,,
889,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,X4Uqq,1.0,67.0,4 years ago,2022-09-23,3.0,,
890,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,qL5Ur,1.0,11.0,2 years ago,2022-09-23,5.0,,
891,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,#NkWU,0.0,3.0,a year ago,2022-09-23,5.0,,
892,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,5)GsS,1.0,65.0,2 months ago,2022-09-23,5.0,,
893,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,B0Ir),,,a year ago,2022-09-23,5.0,,
894,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,!GgdG,1.0,1.0,11 months ago,2022-09-23,5.0,,
895,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,*Y$gz,1.0,214.0,a year ago,2022-09-23,4.0,,
896,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112.0,IKBi@,0.0,2.0,5 months ago,2022-09-23,4.0,,
897,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,UlBL$,1.0,16.0,a year ago,2022-09-29,1.0,"The only people that like to smile at this place are those with dutch leadership. Internetional teams are never happy ,or bright. A lot of arrogance towards the new recruitment under International leadership. You need to use EPT-no access,you need a scanner-no profile,you need to use a knife-security steals yours and nobody provides you with one that work. You need to pick up high item,they ducktape it with his next huge box from behind and place it up for you. You ask for help - they are trying to hide from you,or make sad/angry faces and try to put you away. Not only noone says anything positive under International leadership,but also can warn you that you may have a lot of enemies on your second day of work. You need to speak to someone important ,walking is minimum 10minutes combined to and from your locker with the exiting procedures with the security also takes time and sometime you have to wait on a line.When on a break most of your time when you need your phone goes walking,or security check. Parking for workers as far as possible from the building,so you walk more and waste time more to get to and from your car. Bicycles are parked under the rain. It is very clean and good renewed place.",ENG
898,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,hlK66,0.0,375.0,8 months ago,2022-09-29,4.0,Regular delivery pleasant multi lingual staff and free toilets shower and coffee machine,ENG
899,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,auvbC,1.0,71.0,a month ago,2022-09-29,5.0,"Free coffee, shower .",ENG
900,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,gE0T0,1.0,183.0,3 years ago,2022-09-29,3.0,"Warehouse, hard to work there.. Solaris not that big and safety is questionable .

Pallets with beer are on top level instead if having it low, very dangerous for people working there",ENG
901,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,Q$m2V,1.0,86.0,a year ago,2022-09-29,5.0,Fast loading and as it's a Kawasaki dealer even better,ENG
902,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,xT8q@,1.0,54.0,5 years ago,2022-09-29,2.0,"If you gonna work her you gonna feel like a robot, else the outside is just a big gray square",ENG
903,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,2SVtX,1.0,470.0,3 years ago,2022-09-29,4.0,As a trucker I don't comment I only rate based on my personal experience.,ENG
904,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,zOZeC,1.0,55.0,3 years ago,2022-09-29,5.0,Good place to work. Best place is inbound,ENG
905,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,$l*@!,0.0,1.0,a year ago,2022-09-29,5.0,They are really professional in logistics!,ENG
906,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,Gem*J,1.0,22.0,4 years ago,2022-09-29,2.0,Work there is lost time,ENG
907,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,)jpb5,1.0,124.0,2 years ago,2022-09-29,4.0,Ok,ENG
908,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,yFS#b,0.0,1.0,4 years ago,2022-09-29,5.0,Top!,ENG
909,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,0PeSi,0.0,3.0,3 years ago,2022-09-29,4.0,Ok,ENG
910,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,AnFt@,1.0,41.0,4 years ago,2022-09-29,4.0,Ok,ENG
911,ID Logistics Benelux,Logistics service,51.6034406,5.0088395,Tilburg,3.7,277.0,5m3j^,1.0,37.0,3 years ago,2022-09-29,4.0,Good,ENG
